PKSpell,ps13,date
0.93279258400927,1.0,1361.0
0.9527896995708155,1.0,1361.0
0.9817073170731707,1.0,1361.0
0.93279258400927,1.0,1361.0
0.9527896995708155,1.0,1361.0
0.9517388218594748,1.0,1361.0
0.9817073170731707,1.0,1361.0
0.9517388218594748,1.0,1361.0
0.9527896995708155,1.0,1361.0
0.93279258400927,1.0,1361.0
0.9520174482006543,1.0,1370.0
0.9520174482006543,1.0,1370.0
0.910828025477707,1.0,1377.0
0.910828025477707,1.0,1377.0
0.9926470588235294,1.0,1377.0
0.9923371647509579,1.0,1436.0
0.9119170984455959,0.9844559585492227,1436.0
0.93125,1.0,1436.0
0.8415300546448088,1.0,1436.0
0.9153846153846154,1.0,1440.0
0.9470899470899471,1.0,1440.0
0.9427312775330396,1.0,1445.0
0.9128440366972477,1.0,1445.0
0.9427312775330396,1.0,1445.0
0.9454545454545454,1.0,1450.0
0.9911111111111112,1.0,1460.0
0.8659517426273459,1.0,1472.0
0.8659517426273459,1.0,1472.0
0.8668555240793201,0.9971671388101983,1474.0
0.8923395445134575,1.0,1474.0
0.8997134670487106,1.0,1474.0
0.893687707641196,1.0,1474.0
0.8923976608187134,1.0,1474.0
0.8923395445134575,1.0,1474.0
0.9058139534883721,1.0,1474.0
0.9864963503649635,1.0,1474.0
0.9456975772765246,1.0,1474.0
0.9754716981132076,1.0,1474.0
0.9456975772765246,1.0,1474.0
0.8014440433212996,1.0,1474.0
0.8014440433212996,1.0,1474.0
0.9864963503649635,1.0,1474.0
0.8854166666666666,1.0,1474.0
0.8981132075471698,1.0,1474.0
0.8747300215982722,1.0,1474.0
0.8653683319220999,0.9983065198983911,1474.0
0.9612403100775194,1.0,1474.0
0.8668555240793201,0.9971671388101983,1474.0
0.7848101265822784,1.0,1474.0
0.8876404494382022,1.0,1474.0
0.969626168224299,1.0,1474.0
0.9456975772765246,1.0,1474.0
0.9058139534883721,1.0,1474.0
1.0,1.0,1474.0
0.9456975772765246,1.0,1474.0
0.8876404494382022,1.0,1474.0
0.9456975772765246,1.0,1474.0
0.969626168224299,1.0,1474.0
0.7848101265822784,1.0,1474.0
0.9523809523809523,1.0,1474.0
0.8356164383561644,1.0,1474.0
0.9528301886792453,1.0,1474.0
0.9449612403100776,1.0,1474.0
0.9456975772765246,1.0,1474.0
0.9861878453038674,1.0,1474.0
1.0,1.0,1474.0
0.9341117597998332,1.0,1474.0
0.9612403100775194,1.0,1474.0
0.8014440433212996,1.0,1474.0
0.9523809523809523,1.0,1474.0
0.947565543071161,1.0,1474.0
0.8923976608187134,1.0,1474.0
0.9538461538461539,1.0,1474.0
0.9602122015915119,1.0,1475.0
0.8929889298892989,1.0,1475.0
0.8351351351351352,1.0,1475.0
0.9358108108108109,1.0,1475.0
0.7696793002915452,1.0,1475.0
0.8351351351351352,1.0,1475.0
0.8248847926267281,1.0,1475.0
0.7758007117437722,1.0,1475.0
0.9153846153846154,1.0,1475.0
0.9825708061002179,1.0,1475.0
0.9602122015915119,1.0,1475.0
0.8929889298892989,1.0,1475.0
0.9449275362318841,0.9971014492753624,1475.0
0.9358108108108109,1.0,1475.0
0.9617834394904459,1.0,1475.0
0.8351351351351352,1.0,1475.0
0.7978436657681941,1.0,1475.0
0.8929889298892989,1.0,1475.0
0.7758007117437722,1.0,1475.0
0.9825708061002179,1.0,1475.0
0.7696793002915452,1.0,1475.0
0.8158730158730159,1.0,1480.0
0.7914285714285715,1.0,1480.0
0.7989130434782609,1.0,1480.0
0.8158730158730159,1.0,1480.0
0.9569620253164557,1.0,1480.0
1.0,1.0,1485.0
1.0,1.0,1485.0
0.9908256880733946,1.0,1485.0
1.0,1.0,1485.0
0.8549618320610687,1.0,1485.0
1.0,1.0,1485.0
1.0,1.0,1485.0
0.888,1.0,1485.0
1.0,1.0,1485.0
1.0,1.0,1485.0
1.0,1.0,1485.0
1.0,1.0,1485.0
0.9908256880733946,1.0,1485.0
1.0,1.0,1485.0
1.0,1.0,1485.0
0.8549618320610687,1.0,1485.0
0.9841269841269841,1.0,1485.0
1.0,1.0,1485.0
1.0,1.0,1485.0
1.0,1.0,1485.0
0.8549618320610687,1.0,1485.0
1.0,1.0,1485.0
1.0,1.0,1485.0
0.8853211009174312,1.0,1485.0
1.0,1.0,1485.0
1.0,1.0,1485.0
1.0,1.0,1485.0
1.0,1.0,1485.0
1.0,1.0,1485.0
0.888,1.0,1485.0
0.99375,1.0,1485.0
1.0,1.0,1485.0
1.0,1.0,1485.0
1.0,1.0,1485.0
1.0,1.0,1485.0
0.9518072289156626,1.0,1485.0
1.0,1.0,1485.0
0.8853211009174312,1.0,1485.0
1.0,1.0,1485.0
1.0,1.0,1485.0
1.0,1.0,1485.0
0.9931506849315068,1.0,1485.0
0.8690476190476191,1.0,1485.0
1.0,1.0,1486.0
0.9210526315789473,1.0,1486.0
1.0,1.0,1486.0
0.9959839357429718,1.0,1486.0
1.0,1.0,1486.0
1.0,1.0,1486.0
1.0,1.0,1486.0
1.0,1.0,1486.0
0.9959839357429718,1.0,1486.0
0.9008264462809917,1.0,1486.0
0.8812785388127854,1.0,1486.0
1.0,1.0,1486.0
1.0,1.0,1486.0
1.0,1.0,1486.0
1.0,1.0,1486.0
0.8529411764705882,1.0,1486.0
0.8723404255319149,1.0,1486.0
1.0,1.0,1486.0
0.8431372549019608,1.0,1486.0
1.0,1.0,1486.0
0.9210526315789473,1.0,1486.0
1.0,1.0,1486.0
0.9210526315789473,1.0,1486.0
0.9767441860465116,1.0,1486.0
0.8333333333333334,1.0,1486.0
0.8431372549019608,1.0,1486.0
0.8723404255319149,1.0,1486.0
0.8333333333333334,1.0,1486.0
0.9210526315789473,1.0,1486.0
0.8529411764705882,1.0,1486.0
1.0,1.0,1486.0
0.8812785388127854,1.0,1486.0
0.9976019184652278,1.0,1497.0
0.9798115746971736,1.0,1497.0
0.9322235434007135,1.0,1497.0
0.97568093385214,1.0,1497.0
0.8954248366013072,1.0,1497.0
0.994306049822064,1.0,1497.0
0.9548872180451128,1.0,1497.0
0.8391167192429022,1.0,1497.0
0.8968951376684241,1.0,1497.0
0.9096774193548387,1.0,1497.0
0.9644970414201184,1.0,1497.0
0.967032967032967,0.9926739926739927,1497.0
0.9644970414201184,1.0,1497.0
0.8358369098712446,1.0,1497.0
0.967032967032967,0.9926739926739927,1497.0
0.9335634167385677,0.999137187230371,1497.0
0.8968951376684241,1.0,1497.0
0.8547794117647058,1.0,1497.0
0.9074074074074074,1.0,1497.0
0.8173862310385064,1.0,1497.0
0.9096774193548387,1.0,1497.0
0.9335634167385677,0.999137187230371,1497.0
0.8914893617021277,1.0,1497.0
0.8547794117647058,1.0,1497.0
0.8358369098712446,1.0,1497.0
0.9322235434007135,1.0,1497.0
0.9606557377049181,1.0,1497.0
0.929042904290429,1.0,1497.0
0.9064102564102564,1.0,1497.0
0.9959595959595959,1.0,1497.0
0.8146964856230032,1.0,1497.0
0.967032967032967,0.9926739926739927,1497.0
0.8908212560386474,1.0,1497.0
0.8199203187250996,1.0,1497.0
0.9661016949152542,1.0,1497.0
0.849624060150376,1.0,1497.0
0.8358369098712446,1.0,1497.0
0.9908136482939632,1.0,1497.0
0.8757637474541752,1.0,1497.0
0.849624060150376,1.0,1497.0
0.8070588235294117,1.0,1497.0
0.849624060150376,1.0,1497.0
0.9917355371900827,1.0,1497.0
0.9606557377049181,1.0,1497.0
0.9326599326599326,1.0,1497.0
0.9795918367346939,1.0,1497.0
0.9976019184652278,1.0,1497.0
0.9917355371900827,1.0,1497.0
0.9335634167385677,0.999137187230371,1497.0
0.8358369098712446,1.0,1497.0
0.8199203187250996,1.0,1497.0
0.8199203187250996,1.0,1497.0
0.9661016949152542,1.0,1497.0
0.9959595959595959,1.0,1497.0
0.9798115746971736,1.0,1497.0
0.9064102564102564,1.0,1497.0
0.981401115933044,1.0,1506.0
0.981401115933044,1.0,1506.0
0.981401115933044,1.0,1506.0
0.8866396761133604,1.0,1517.0
0.889763779527559,1.0,1517.0
0.8913043478260869,1.0,1517.0
0.8831417624521073,1.0,1517.0
0.8831417624521073,1.0,1517.0
0.889763779527559,1.0,1517.0
0.47275031685678076,1.0,1572.0
0.9752066115702479,1.0,1577.0
0.9646017699115044,1.0,1577.0
0.8642072213500785,1.0,1581.0
0.8649045521292217,1.0,1582.0
0.8649045521292217,1.0,1582.0
0.9054794520547945,1.0,1583.0
0.9054794520547945,1.0,1583.0
0.8128,0.96,1585.0
0.9349056603773584,0.940566037735849,1585.0
0.8920731707317073,0.9945121951219512,1585.0
0.7818574514038877,0.9481641468682506,1585.0
0.8128,0.96,1585.0
0.8128,0.96,1585.0
0.9076751946607341,0.9988876529477196,1585.0
0.88625,1.0,1585.0
0.8036303630363036,1.0,1585.0
0.8981958762886598,0.9948453608247423,1585.0
0.8089887640449438,0.9438202247191011,1585.0
0.7907949790794979,0.9581589958158996,1585.0
0.9493333333333334,0.996,1585.0
0.8123249299719888,0.969187675070028,1585.0
0.9493333333333334,0.996,1585.0
0.9493333333333334,0.996,1585.0
0.9349056603773584,0.940566037735849,1585.0
0.8981958762886598,0.9948453608247423,1585.0
0.8420382165605096,0.9898089171974522,1585.0
0.7837259100642399,0.9721627408993576,1585.0
0.8766881972988844,0.9994128009395185,1589.0
0.8766881972988844,0.9994128009395185,1589.0
0.7975460122699386,0.9984662576687117,1607.0
0.9546142208774584,1.0,1607.0
0.9216478190630049,1.0,1607.0
0.9546142208774584,1.0,1607.0
0.847872340425532,1.0,1607.0
0.847872340425532,1.0,1607.0
0.8291970802919708,1.0,1607.0
0.8726655348047538,1.0,1607.0
0.8688524590163934,1.0,1607.0
0.8608058608058609,1.0,1607.0
0.8291970802919708,1.0,1607.0
0.8797202797202798,1.0,1607.0
0.8291970802919708,1.0,1607.0
0.9546142208774584,1.0,1607.0
0.8410214168039539,0.9983525535420099,1607.0
0.8688524590163934,1.0,1607.0
0.8410214168039539,0.9983525535420099,1607.0
0.8726655348047538,1.0,1607.0
0.8707584830339321,0.9985029940119761,1623.0
0.918572735590119,1.0,1623.0
0.7348160821214713,1.0,1623.0
0.8742012779552716,0.9984025559105432,1641.0
0.7872744539411206,0.9981006647673314,1648.0
0.7872744539411206,0.9981006647673314,1648.0
0.9325544344131704,1.0,1648.0
0.9325544344131704,1.0,1648.0
0.7872744539411206,0.9981006647673314,1648.0
0.7974683544303798,1.0,1681.0
0.6280487804878049,0.9939024390243902,1681.0
0.8758542141230068,1.0,1681.0
0.8805555555555555,1.0,1681.0
0.5608552631578947,1.0,1681.0
0.9174311926605505,1.0,1681.0
0.7083333333333334,1.0,1681.0
0.8627450980392157,1.0,1681.0
0.782967032967033,1.0,1681.0
0.6440092165898618,1.0,1681.0
0.8758542141230068,1.0,1681.0
0.9675675675675676,1.0,1681.0
0.6161178509532063,1.0,1681.0
0.7135593220338983,1.0,1681.0
0.9141414141414141,1.0,1681.0
0.6945551128818062,1.0,1681.0
0.8758542141230068,1.0,1681.0
0.7292161520190024,1.0,1681.0
0.6161178509532063,1.0,1681.0
0.8359550561797753,1.0,1681.0
0.7353846153846154,1.0,1681.0
0.8887303851640513,0.9985734664764622,1681.0
0.6770334928229665,1.0,1681.0
0.7135593220338983,1.0,1681.0
0.7083333333333334,1.0,1681.0
0.782967032967033,1.0,1681.0
0.716374269005848,1.0,1681.0
0.8627450980392157,1.0,1681.0
0.9174311926605505,1.0,1681.0
0.7483617300131061,1.0,1681.0
0.5608552631578947,1.0,1681.0
0.5248618784530387,1.0,1681.0
0.5818181818181818,1.0,1681.0
0.9315403422982885,1.0,1681.0
0.5818181818181818,1.0,1681.0
0.8627450980392157,1.0,1681.0
0.7483617300131061,1.0,1681.0
0.7924151696606786,1.0,1681.0
0.8051948051948052,1.0,1681.0
0.7325153374233129,1.0,1681.0
0.7292161520190024,1.0,1681.0
0.8363636363636363,1.0,1681.0
0.7515337423312883,1.0,1689.0
0.9024390243902439,1.0,1689.0
0.6072106261859582,1.0,1689.0
0.8844086021505376,1.0,1689.0
0.8458149779735683,1.0,1689.0
0.7795698924731183,1.0,1689.0
0.6571936056838366,1.0,1689.0
0.7464285714285714,1.0,1689.0
0.8458149779735683,1.0,1689.0
0.917910447761194,1.0,1689.0
0.8908554572271387,1.0,1689.0
0.6698113207547169,0.9968553459119497,1689.0
0.8908554572271387,1.0,1689.0
0.917910447761194,1.0,1689.0
0.7515337423312883,1.0,1689.0
0.8633217993079585,1.0,1689.0
0.5969230769230769,1.0,1689.0
0.8458149779735683,1.0,1689.0
0.5969230769230769,1.0,1689.0
0.907098121085595,1.0,1689.0
0.7213438735177866,1.0,1689.0
0.6571936056838366,1.0,1689.0
0.8655737704918033,1.0,1689.0
0.8458149779735683,1.0,1689.0
0.875,1.0,1689.0
0.8783151326053042,0.9984399375975039,1689.0
0.917910447761194,1.0,1689.0
0.6962025316455697,1.0,1689.0
0.875,1.0,1689.0
0.4962962962962963,1.0,1689.0
0.9739357080799305,1.0,1689.0
0.875,1.0,1689.0
0.7067209775967414,1.0,1689.0
0.6814814814814815,1.0,1689.0
0.8844086021505376,1.0,1689.0
0.6027397260273972,1.0,1689.0
0.637883008356546,1.0,1689.0
0.917910447761194,1.0,1689.0
0.7067209775967414,1.0,1689.0
0.7515337423312883,1.0,1689.0
0.5969230769230769,1.0,1689.0
0.6072106261859582,1.0,1689.0
0.9017857142857143,1.0,1689.0
0.7213438735177866,1.0,1689.0
0.8181818181818182,1.0,1694.0
0.6628440366972477,1.0,1694.0
0.5697278911564626,1.0,1694.0
0.8894117647058823,1.0,1694.0
0.9388083735909822,1.0,1694.0
0.875,1.0,1694.0
0.8571428571428571,0.9977324263038548,1694.0
0.59,1.0,1694.0
0.9388083735909822,1.0,1694.0
0.7906976744186046,1.0,1694.0
0.9154929577464789,1.0,1694.0
0.7831978319783198,0.997289972899729,1694.0
0.9154929577464789,1.0,1694.0
0.6604774535809018,1.0,1694.0
0.49283667621776506,0.9885386819484241,1694.0
0.7292817679558011,1.0,1694.0
0.8384074941451991,1.0,1694.0
0.625,1.0,1694.0
0.8871915393654524,1.0,1694.0
0.5697278911564626,1.0,1694.0
0.8181818181818182,1.0,1694.0
0.8586065573770492,1.0,1694.0
0.625,1.0,1694.0
0.7425876010781671,0.9986522911051213,1694.0
0.5740740740740741,1.0,1694.0
0.6790615316511731,1.0,1694.0
0.5697278911564626,1.0,1694.0
0.7345454545454545,1.0,1694.0
0.6223662884927067,1.0,1694.0
0.49283667621776506,0.9885386819484241,1694.0
0.5740740740740741,1.0,1694.0
0.7831978319783198,0.997289972899729,1694.0
0.8871915393654524,1.0,1694.0
0.8263665594855305,1.0,1694.0
0.6486486486486487,1.0,1694.0
0.6685082872928176,0.9060773480662984,1694.0
0.7292817679558011,1.0,1694.0
0.7345454545454545,1.0,1694.0
0.6223662884927067,1.0,1694.0
0.8571428571428571,0.9977324263038548,1694.0
0.7294520547945206,1.0,1694.0
0.6685082872928176,0.9060773480662984,1694.0
0.6790615316511731,1.0,1694.0
0.9228346456692913,1.0,1694.0
0.6809338521400778,0.9980544747081712,1694.0
0.7425876010781671,0.9986522911051213,1694.0
0.6223662884927067,1.0,1694.0
0.8871915393654524,1.0,1694.0
0.7132867132867133,1.0,1700.0
0.8905472636815921,1.0,1700.0
0.9525504151838672,0.9976275207591934,1700.0
0.7565084226646248,1.0,1700.0
0.5249169435215947,1.0,1700.0
0.5249169435215947,1.0,1700.0
0.6746575342465754,1.0,1700.0
0.7132867132867133,1.0,1700.0
0.3235294117647059,1.0,1700.0
0.9267399267399268,0.9981684981684982,1700.0
0.7246913580246913,0.9987654320987654,1700.0
0.8157894736842105,1.0,1700.0
0.5845824411134903,0.9978586723768736,1700.0
0.7345537757437071,0.9977116704805492,1700.0
0.7545909849749582,1.0,1700.0
0.8823529411764706,0.9991087344028521,1700.0
0.6346381969157769,1.0,1700.0
0.759825327510917,1.0,1700.0
0.9267399267399268,0.9981684981684982,1700.0
0.8461538461538461,1.0,1700.0
0.5866013071895425,1.0,1700.0
0.937007874015748,1.0,1700.0
0.9404332129963899,0.9927797833935018,1700.0
0.8734177215189873,1.0,1700.0
0.634703196347032,1.0,1700.0
0.5067567567567568,0.9932432432432432,1700.0
0.5936254980079682,1.0,1700.0
0.8741610738255033,1.0,1700.0
0.4380952380952381,1.0,1700.0
0.4380952380952381,1.0,1700.0
0.9267399267399268,0.9981684981684982,1700.0
0.8858447488584474,1.0,1700.0
0.7551020408163265,1.0,1700.0
0.8398058252427184,1.0,1700.0
0.7551020408163265,1.0,1700.0
0.7565084226646248,1.0,1700.0
0.7988980716253443,1.0,1700.0
0.48242811501597443,1.0,1700.0
0.8823529411764706,0.9991087344028521,1700.0
0.8872549019607843,1.0,1700.0
0.5067567567567568,0.9932432432432432,1700.0
0.7545909849749582,1.0,1700.0
0.8398058252427184,1.0,1700.0
0.8398058252427184,1.0,1700.0
0.8157894736842105,1.0,1700.0
0.8461538461538461,1.0,1700.0
0.5069444444444444,1.0,1700.0
0.9267399267399268,0.9981684981684982,1700.0
0.6832844574780058,1.0,1700.0
0.9525504151838672,0.9976275207591934,1700.0
0.634703196347032,1.0,1700.0
0.8741610738255033,1.0,1700.0
0.6373626373626373,1.0,1700.0
0.6346381969157769,1.0,1700.0
0.7341772151898734,1.0,1714.0
0.7549549549549549,1.0,1714.0
0.7254138266796495,1.0,1714.0
0.6916118421052632,0.9983552631578947,1714.0
0.7059961315280464,0.9980657640232108,1714.0
0.7692307692307693,1.0,1714.0
0.7052469135802469,1.0,1714.0
0.9391666666666667,0.9983333333333333,1714.0
0.8880757640981489,0.9991390443392165,1714.0
0.7052469135802469,1.0,1714.0
0.6913907284768211,1.0,1714.0
0.6206225680933852,0.9922178988326849,1714.0
0.5956354300385109,1.0,1714.0
0.5573248407643312,1.0,1714.0
0.7530730296456978,0.9971077368040492,1714.0
0.7225866916588566,1.0,1714.0
0.7444633730834753,0.9982964224872232,1714.0
0.6706730769230769,0.9967948717948718,1714.0
0.6706730769230769,0.9967948717948718,1714.0
0.6916118421052632,0.9983552631578947,1714.0
0.7037444933920705,1.0,1714.0
0.9077632590315142,1.0,1714.0
0.6206225680933852,0.9922178988326849,1714.0
0.6913907284768211,1.0,1714.0
0.8512396694214877,1.0,1714.0
0.7978436657681941,1.0,1714.0
0.6467817896389325,1.0,1714.0
0.7142857142857143,1.0,1714.0
0.6814772071552222,1.0,1714.0
0.8941951420337587,0.9991766158913133,1714.0
0.7549549549549549,1.0,1714.0
